Rain,0.77,-6.2087634,106.845599,9,1011.11,81.79,1420081200
Sunny,0.9,6.5243793,3.3792057,11.5768957138,1000,73,1420081200
Sunny,0.46,30.0444196,31.2357116,26.7389431,1018.9,55.47,1420081200
Sunny,0.91,-34.6036844,-58.3815591,29.0825328827,1003.66,68.83,1420081200
Rain,0.96,55.755826,37.6173,151.785873413,1010.2,25,1420081200
Sunny,0.29,31.230416,121.473701,16.1377887726,1035.05,39.72,1420081200
Sunny,0.59,-33.8688197,151.2092955,24.5399284363,1011.6,84,1420081200
Sunny,0.35,24.8614622,67.0099388,9.870092392,1017,61.21,1420081200
Rain,0.86,-26.2041028,28.0473051,1755.07788086,1000,59.97,1420081200
Sunny,1,50.1109221,8.6821267,106.360412598,1037.6,34,1420081200
Sunny,0.96,28.7040592,77.1024902,218.043960571,1018.14,51.67,1420083000
Sunny,0.41,35.7090259,139.7319925,5.4858880043,1002,39.3,1420084800
Sunny,0.65,-23.5505199,-46.6333094,767.487915039,1000,77,1420084800
Sunny,0.84,14.5995124,120.9842195,8.0038414002,1000,75,1420084800
Sunny,0.71,-6.2087634,106.845599,9,1000,84,1420084800
Sunny,0.87,6.5243793,3.3792057,11.5768957138,1000,72,1420084800
Sunny,0.43,30.0444196,31.2357116,26.7389431,1000,52,1420084800
Sunny,0.84,-34.6036844,-58.3815591,29.0825328827,1000,70.86,1420084800
Sunny,0.98,55.755826,37.6173,151.785873413,1000,25,1420084800
Sunny,0.23,31.230416,121.473701,16.1377887726,1000,41,1420084800
Sunny,0.63,-33.8688197,151.2092955,24.5399284363,1011.31,83.48,1420084800
Sunny,0.28,24.8614622,67.0099388,9.870092392,1000,66,1420084800
Sunny,0.85,-26.2041028,28.0473051,1755.07788086,1000,60.42,1420084800
Sunny,1,50.1109221,8.6821267,106.360412598,1037.2,34,1420084800
Sunny,0.93,28.7040592,77.1024902,218.043960571,1000,57,1420086600
Sunny,0.38,35.7090259,139.7319925,5.4858880043,1002.1,39,1420088400
Sunny,0.48,40.7127837,-74.0059413,10.4354982376,1022.02,27.48,1420088400
Sunny,0.76,-23.5505199,-46.6333094,767.487915039,1000,75,1420088400
Rain,0.97,14.5995124,120.9842195,8.0038414002,1000,73,1420088400
Sunny,0.71,-6.2087634,106.845599,9,1000,84,1420088400
Sunny,0.93,6.5243793,3.3792057,11.5768957138,1000,72,1420088400
Sunny,0.32,30.0444196,31.2357116,26.7389431,1000,50,1420088400
Sunny,0.86,-34.6036844,-58.3815591,29.0825328827,1000,71.88,1420088400
Sunny,0.94,55.755826,37.6173,151.785873413,1000,25.94,1420088400
Sunny,0.2,31.230416,121.473701,16.1377887726,1000,42.59,1420088400
Sunny,0.68,-33.8688197,151.2092955,24.5399284363,1010.95,82.16,1420088400
Rain,0.26,24.8614622,67.0099388,9.870092392,1000,70,1420088400
Sunny,0.83,-26.2041028,28.0473051,1755.07788086,1000,61.97,1420088400
Sunny,0.53,43.653226,-79.3831843,91.7226791382,1016.09,20.18,1420088400
Sunny,1,50.1109221,8.6821267,106.360412598,1036.9,34,1420088400
Sunny,0.93,28.7040592,77.1024902,218.043960571,1000,61,1420090200
Rain,0.41,35.7090259,139.7319925,5.4858880043,1002.2,38.66,1420092000
Sunny,0.48,40.7127837,-74.0059413,10.4354982376,1021.01,27.41,1420092000
Rain,0.78,-23.5505199,-46.6333094,767.487915039,1000,74.8,1420092000
Rain,0.94,14.5995124,120.9842195,8.0038414002,1012.99,72.82,1420092000
Rain,0.73,-6.2087634,106.845599,9,1008.83,83.78,1420092000
Sunny,0.61,6.5243793,3.3792057,11.5768957138,1012.03,70.14,1420092000
Sunny,0.32,30.0444196,31.2357116,26.7389431,1022.23,52.72,1420092000
Sunny,0.83,-34.6036844,-58.3815591,29.0825328827,1002.65,69.95,1420092000
Rain,0.96,55.755826,37.6173,151.785873413,1011,26.39,1420092000
Sunny,0.26,31.230416,121.473701,16.1377887726,1033.27,40.51,1420092000
Sunny,0.67,-33.8688197,151.2092955,24.5399284363,1010.5,82,1420092000
Rain,0.32,24.8614622,67.0099388,9.870092392,1019,70.31,1420092000
Rain,0.81,-26.2041028,28.0473051,1755.07788086,1000,62.63,1420092000
Rain,0.51,43.653226,-79.3831843,91.7226791382,1015.11,20.05,1420092000
Sunny,1,50.1109221,8.6821267,106.360412598,1036.9,34,1420092000
Sunny,0.74,28.7040592,77.1024902,218.043960571,1018.77,64.03,1420093800
Sunny,0.35,35.7090259,139.7319925,5.4858880043,1003.3,38.74,1420095600
Sunny,0.5,40.7127837,-74.0059413,10.4354982376,1020.82,27.28,1420095600
Sunny,0.74,-23.5505199,-46.6333094,767.487915039,1000,75.83,1420095600
Rain,1,14.5995124,120.9842195,8.0038414002,1000,72,1420095600
Sunny,0.82,-6.2087634,106.845599,9,1000,81,1420095600
Sunny,0.48,6.5243793,3.3792057,11.5768957138,1000,75,1420095600
Sunny,0.24,30.0444196,31.2357116,26.7389431,1000,52,1420095600
Sunny,0.8,-34.6036844,-58.3815591,29.0825328827,1000,70.32,1420095600
Sunny,0.94,55.755826,37.6173,151.785873413,1000,26.42,1420095600
Sunny,0.21,31.230416,121.473701,16.1377887726,1000,41,1420095600
Rain,0.74,-33.8688197,151.2092955,24.5399284363,1010.91,79.89,1420095600
Rain,0.28,24.8614622,67.0099388,9.870092392,1000,72,1420095600
Sunny,0.78,-26.2041028,28.0473051,1755.07788086,1000,63.64,1420095600
Sunny,0.54,43.653226,-79.3831843,91.7226791382,1014.82,20.16,1420095600
Sunny,1,50.1109221,8.6821267,106.360412598,1038.6,34,1420095600
Sunny,0.78,28.7040592,77.1024902,218.043960571,1000,66,1420097400
Sunny,0.34,35.7090259,139.7319925,5.4858880043,1004.1,38.19,1420099200
Sunny,0.49,40.7127837,-74.0059413,10.4354982376,1020.62,27.33,1420099200
Sunny,0.73,-23.5505199,-46.6333094,767.487915039,1000,74.89,1420099200
Rain,0.97,14.5995124,120.9842195,8.0038414002,1000,73,1420099200
Sunny,0.74,-6.2087634,106.845599,9,1000,82.3,1420099200
Sunny,0.45,6.5243793,3.3792057,11.5768957138,1000,77,1420099200
Sunny,0.25,30.0444196,31.2357116,26.7389431,1000,54,1420099200
Sunny,0.41,34.0522342,-118.2436849,86.8470916748,1017.78,43.01,1420099200
Sunny,0.85,-34.6036844,-58.3815591,29.0825328827,1000,68.16,1420099200
Sunny,0.95,55.755826,37.6173,151.785873413,1000,27.74,1420099200
Sunny,0.26,31.230416,121.473701,16.1377887726,1000,39,1420099200
Sunny,0.77,-33.8688197,151.2092955,24.5399284363,1011.48,78.82,1420099200
Rain,0.2,24.8614622,67.0099388,9.870092392,1000,73,1420099200
Sunny,0.81,-26.2041028,28.0473051,1755.07788086,1000,59.69,1420099200
Sunny,0.58,43.653226,-79.3831843,91.7226791382,1014.96,20.18,1420099200
Sunny,1,50.1109221,8.6821267,106.360412598,1038.6,36,1420099200
Sunny,0.5,37.7749295,-122.4194155,15.5578193665,1017.76,49.63,1420099200
Sunny,0.61,28.7040592,77.1024902,218.043960571,1000,68,1420101000
Sunny,0.35,35.7090259,139.7319925,5.4858880043,1005.4,37,1420102800
Sunny,0.45,40.7127837,-74.0059413,10.4354982376,1020.33,27.51,1420102800
Sunny,0.76,-23.5505199,-46.6333094,767.487915039,1000,74,1420102800
Rain,0.89,14.5995124,120.9842195,8.0038414002,1012.93,71.72,1420102800
Rain,0.88,-6.2087634,106.845599,9,1008.39,78.78,1420102800
Sunny,0.32,6.5243793,3.3792057,11.5768957138,1000,81,1420102800
Sunny,0.25,30.0444196,31.2357116,26.7389431,1022.78,55.8,1420102800
Sunny,0.4,34.0522342,-118.2436849,86.8470916748,1017.95,42.79,1420102800
Sunny,0.87,-34.6036844,-58.3815591,29.0825328827,1003.91,68.36,1420102800
Rain,0.96,55.755826,37.6173,151.785873413,1011.2,28.66,1420102800
Sunny,0.32,31.230416,121.473701,16.1377887726,1033.26,36.42,1420102800
Sunny,0.79,-33.8688197,151.2092955,24.5399284363,1012,79,1420102800
Rain,0.22,24.8614622,67.0099388,9.870092392,1015.4,72.14,1420102800
Sunny,0.85,-26.2041028,28.0473051,1755.07788086,1000,59.49,1420102800
Sunny,0.6,43.653226,-79.3831843,91.7226791382,1014.17,20.18,1420102800
Sunny,1,50.1109221,8.6821267,106.360412598,1038.3,34,1420102800
Sunny,0.5,37.7749295,-122.4194155,15.5578193665,1018.09,48.49,1420102800
Sunny,0.54,28.7040592,77.1024902,218.043960571,1016.14,69.79,1420104600
Sunny,0.35,35.7090259,139.7319925,5.4858880043,1006.5,37,1420106400
Sunny,0.44,40.7127837,-74.0059413,10.4354982376,1020.6,26.73,1420106400
Sunny,0.69,-23.5505199,-46.6333094,767.487915039,1000,77.46,1420106400
Rain,1,14.5995124,120.9842195,8.0038414002,1000,72,1420106400
Sunny,0.8,-6.2087634,106.845599,9,1000,80.51,1420106400
Sunny,0.26,6.5243793,3.3792057,11.5768957138,1000,84,1420106400
Sunny,0.2,30.0444196,31.2357116,26.7389431,1000,57,1420106400
Sunny,0.48,34.0522342,-118.2436849,86.8470916748,1018.27,39.98,1420106400
Sunny,0.79,-34.6036844,-58.3815591,29.0825328827,1000,70.18,1420106400
Sunny,0.9,55.755826,37.6173,151.785873413,1000,30,1420106400
Sunny,0.31,31.230416,121.473701,16.1377887726,1000,36,1420106400
Rain,0.86,-33.8688197,151.2092955,24.5399284363,1012.98,76.37,1420106400
Rain,0.19,24.8614622,67.0099388,9.870092392,1000,73,1420106400
Sunny,0.75,-26.2041028,28.0473051,1755.07788086,1000,61.17,1420106400
Sunny,0.64,43.653226,-79.3831843,91.7226791382,1013.65,20.18,1420106400
Sunny,0.98,50.1109221,8.6821267,106.360412598,1037.9,36.59,1420106400
Sunny,0.5,37.7749295,-122.4194155,15.5578193665,1018.34,49.34,1420106400
Sunny,0.53,28.7040592,77.1024902,218.043960571,1000,70,1420108200
Sunny,0.4,35.7090259,139.7319925,5.4858880043,1007.4,36,1420110000
Sunny,0.45,40.7127837,-74.0059413,10.4354982376,1021.22,26.55,1420110000
Sunny,0.63,-23.5505199,-46.6333094,767.487915039,1000,80.69,1420110000
Rain,1,14.5995124,120.9842195,8.0038414002,1000,72,1420110000
Sunny,0.83,-6.2087634,106.845599,9,1000,79,1420110000
Sunny,0.21,6.5243793,3.3792057,11.5768957138,1000,88,1420110000
Sunny,0.24,30.0444196,31.2357116,26.7389431,1000,57,1420110000
Sunny,0.54,34.0522342,-118.2436849,86.8470916748,1018.47,39.05,1420110000
Sunny,0.66,-34.6036844,-58.3815591,29.0825328827,1000,67.16,1420110000
Sunny,0.94,55.755826,37.6173,151.785873413,1000,30,1420110000
Sunny,0.33,31.230416,121.473701,16.1377887726,1000,36,1420110000
Sunny,0.88,-33.8688197,151.2092955,24.5399284363,1013.85,76.13,1420110000
Rain,0.19,24.8614622,67.0099388,9.870092392,1000,73,1420110000
Sunny,0.66,-26.2041028,28.0473051,1755.07788086,1000,68.28,1420110000
Sunny,0.64,43.653226,-79.3831843,91.7226791382,1013.55,21.47,1420110000
Sunny,0.98,50.1109221,8.6821267,106.360412598,1037.9,36.59,1420110000
Sunny,0.5,37.7749295,-122.4194155,15.5578193665,1018.25,48.15,1420110000
Sunny,0.49,28.7040592,77.1024902,218.043960571,1000,70,1420111800
Sunny,0.37,35.7090259,139.7319925,5.4858880043,1008,35.19,1420113600
Sunny,0.48,40.7127837,-74.0059413,10.4354982376,1021.37,26.4,1420113600
Sunny,0.62,-23.5505199,-46.6333094,767.487915039,1000,82.46,1420113600
Rain,0.86,14.5995124,120.9842195,8.0038414002,1014.76,72.21,1420113600
Rain,0.85,-6.2087634,106.845599,9,1009.77,79.07,1420113600
Sunny,0.17,6.5243793,3.3792057,11.5768957138,1011.11,90.41,1420113600
Sunny,0.28,30.0444196,31.2357116,26.7389431,1021.72,58.72,1420113600
Sunny,0.57,34.0522342,-118.2436849,86.8470916748,1018.58,38.02,1420113600
Rain,0.73,-34.6036844,-58.3815591,29.0825328827,1007.38,65.44,1420113600
Rain,0.95,55.755826,37.6173,151.785873413,1010.3,30.78,1420113600
Sunny,0.39,31.230416,121.473701,16.1377887726,1033.4,35.13,1420113600
Sunny,0.9,-33.8688197,151.2092955,24.5399284363,1015,75,1420113600
Rain,0.24,24.8614622,67.0099388,9.870092392,1015.2,70.93,1420113600
Sunny,0.58,-26.2041028,28.0473051,1755.07788086,1000,71.53,1420113600
Rain,0.64,43.653226,-79.3831843,91.7226791382,1013.52,22.02,1420113600
Sunny,0.98,50.1109221,8.6821267,106.360412598,1037.2,37,1420113600
Sunny,0.5,37.7749295,-122.4194155,15.5578193665,1018.11,47.81,1420113600
Sunny,0.6,28.7040592,77.1024902,218.043960571,1016.02,67.31,1420115400
Sunny,0.35,35.7090259,139.7319925,5.4858880043,1008.9,35.19,1420117200
Sunny,0.5,40.7127837,-74.0059413,10.4354982376,1021.51,27.19,1420117200
Sunny,0.57,-23.5505199,-46.6333094,767.487915039,1000,83.93,1420117200
Rain,1,14.5995124,120.9842195,8.0038414002,1000,72,1420117200
Sunny,0.82,-6.2087634,106.845599,9,1000,79,1420117200
Sunny,0.21,6.5243793,3.3792057,11.5768957138,1000,91,1420117200
Sunny,0.29,30.0444196,31.2357116,26.7389431,1000,59,1420117200
Sunny,0.51,34.0522342,-118.2436849,86.8470916748,1018.98,39.65,1420117200
Sunny,0.68,-34.6036844,-58.3815591,29.0825328827,1000,65.3,1420117200
Sunny,0.99,55.755826,37.6173,151.785873413,1000,30,1420117200
Sunny,0.4,31.230416,121.473701,16.1377887726,1000,33.59,1420117200
Rain,0.24,24.8614622,67.0099388,9.870092392,1000,70,1420117200
Sunny,0.48,-26.2041028,28.0473051,1755.07788086,1000,75.54,1420117200
Sunny,0.64,43.653226,-79.3831843,91.7226791382,1012.88,22.13,1420117200
Sunny,0.98,50.1109221,8.6821267,106.360412598,1037.2,37,1420117200
Sunny,0.5,37.7749295,-122.4194155,15.5578193665,1018.15,46.29,1420117200
Sunny,0.72,28.7040592,77.1024902,218.043960571,1000,59,1420119000
Sunny,0.36,35.7090259,139.7319925,5.4858880043,1009.5,34,1420120800
Sunny,0.41,40.7127837,-74.0059413,10.4354982376,1021.81,28.66,1420120800
Sunny,0.49,-23.5505199,-46.6333094,767.487915039,1000,87.27,1420120800
Sunny,0.79,14.5995124,120.9842195,8.0038414002,1000,75,1420120800
Sunny,0.82,-6.2087634,106.845599,9,1000,79,1420120800
Sunny,0.31,6.5243793,3.3792057,11.5768957138,1000,90,1420120800
Sunny,0.29,30.0444196,31.2357116,26.7389431,1000,59,1420120800
Sunny,0.46,34.0522342,-118.2436849,86.8470916748,1019.48,41.27,1420120800
Sunny,0.63,-34.6036844,-58.3815591,29.0825328827,1000,65.3,1420120800
Sunny,0.98,55.755826,37.6173,151.785873413,1000,30,1420120800
Sunny,0.42,31.230416,121.473701,16.1377887726,1000,33.18,1420120800
Sunny,0.24,24.8614622,67.0099388,9.870092392,1000,68,1420120800
Sunny,0.47,-26.2041028,28.0473051,1755.07788086,1000,75.83,1420120800
Sunny,0.62,43.653226,-79.3831843,91.7226791382,1013.01,22.84,1420120800
Sunny,0.94,50.1109221,8.6821267,106.360412598,1036.9,37,1420120800
Sunny,0.5,37.7749295,-122.4194155,15.5578193665,1018.41,46.81,1420120800
Sunny,0.67,28.7040592,77.1024902,218.043960571,1000,57,1420122600
Sunny,0.38,40.7127837,-74.0059413,10.4354982376,1022.11,29.33,1420124400
Sunny,0.44,-23.5505199,-46.6333094,767.487915039,1000,89.04,1420124400
Rain,0.79,14.5995124,120.9842195,8.0038414002,1015.06,72.99,1420124400
Rain,0.84,-6.2087634,106.845599,9,1012.37,78.64,1420124400
Sunny,0.35,6.5243793,3.3792057,11.5768957138,1000,88,1420124400
Sunny,0.32,30.0444196,31.2357116,26.7389431,1022.52,59.11,1420124400
Sunny,0.47,34.0522342,-118.2436849,86.8470916748,1020.19,40.5,1420124400
Rain,0.56,-34.6036844,-58.3815591,29.0825328827,1006.7,67.25,1420124400
Rain,0.98,55.755826,37.6173,151.785873413,1009.5,31.78,1420124400
Sunny,0.49,31.230416,121.473701,16.1377887726,1032.57,30.55,1420124400
Sunny,0.32,24.8614622,67.0099388,9.870092392,1017.5,64.95,1420124400
Sunny,0.49,-26.2041028,28.0473051,1755.07788086,1000,74.37,1420124400
Sunny,0.6,43.653226,-79.3831843,91.7226791382,1012.55,23.52,1420124400
Sunny,0.92,50.1109221,8.6821267,106.360412598,1036.5,37.41,1420124400
Sunny,0.5,37.7749295,-122.4194155,15.5578193665,1019.25,45.96,1420124400
Sunny,0.74,28.7040592,77.1024902,218.043960571,1017.75,57.39,1420126200
Sunny,0.34,40.7127837,-74.0059413,10.4354982376,1020.98,31.21,1420128000
Sunny,0.43,-23.5505199,-46.6333094,767.487915039,1000,90.16,1420128000
Sunny,0.88,-6.2087634,106.845599,9,1000,77,1420128000
Sunny,0.4,6.5243793,3.3792057,11.5768957138,1000,86,1420128000
Sunny,0.29,30.0444196,31.2357116,26.7389431,1000,57,1420128000
Sunny,0.42,34.0522342,-118.2436849,86.8470916748,1020.7,42.68,1420128000
Sunny,0.53,-34.6036844,-58.3815591,29.0825328827,1000,65.3,1420128000
Sunny,0.98,55.755826,37.6173,151.785873413,1000,32,1420128000
Sunny,0.3,24.8614622,67.0099388,9.870092392,1000,64,1420128000
Sunny,0.51,-26.2041028,28.0473051,1755.07788086,1000,72.98,1420128000
Sunny,0.61,43.653226,-79.3831843,91.7226791382,1011.45,24.13,1420128000
Sunny,1,50.1109221,8.6821267,106.360412598,1036.9,37,1420128000
Sunny,0.5,37.7749295,-122.4194155,15.5578193665,1019.66,45.67,1420128000
Sunny,0.72,28.7040592,77.1024902,218.043960571,1000,55,1420129800
Sunny,0.33,40.7127837,-74.0059413,10.4354982376,1019.08,33.28,1420131600
Sunny,0.43,-23.5505199,-46.6333094,767.487915039,1000,90.16,1420131600
Sunny,0.46,6.5243793,3.3792057,11.5768957138,1000,84,1420131600
Sunny,0.31,30.0444196,31.2357116,26.7389431,1000,55,1420131600
Sunny,0.38,34.0522342,-118.2436849,86.8470916748,1021.11,45.94,1420131600
Sunny,0.5,-34.6036844,-58.3815591,29.0825328827,1000,66,1420131600
Sunny,1,55.755826,37.6173,151.785873413,1000,32,1420131600
Sunny,0.3,24.8614622,67.0099388,9.870092392,1000,64,1420131600
Sunny,0.58,-26.2041028,28.0473051,1755.07788086,1000,69.68,1420131600
Sunny,0.57,43.653226,-79.3831843,91.7226791382,1010.4,25.52,1420131600
Sunny,1,50.1109221,8.6821267,106.360412598,1000,37,1420131600
Sunny,0.5,37.7749295,-122.4194155,15.5578193665,1020.14,47.53,1420131600
Sunny,0.77,28.7040592,77.1024902,218.043960571,1000,55,1420133400
Sunny,0.3,40.7127837,-74.0059413,10.4354982376,1017.38,35.29,1420135200
Rain,0.44,-23.5505199,-46.6333094,767.487915039,1000,89.04,1420135200
Sunny,0.41,6.5243793,3.3792057,11.5768957138,1009.68,82.64,1420135200
Sunny,0.34,30.0444196,31.2357116,26.7389431,1024.28,52.54,1420135200
Sunny,0.34,34.0522342,-118.2436849,86.8470916748,1021.59,49.09,1420135200
Rain,0.36,-34.6036844,-58.3815591,29.0825328827,1006.79,70.23,1420135200
Rain,1,55.755826,37.6173,151.785873413,1008.6,32.55,1420135200
Sunny,0.36,24.8614622,67.0099388,9.870092392,1000,63.1,1420135200
Rain,0.64,-26.2041028,28.0473051,1755.07788086,1000,68.02,1420135200
Rain,0.56,43.653226,-79.3831843,91.7226791382,1009.48,26.02,1420135200
Sunny,1,50.1109221,8.6821267,106.360412598,1036.2,37,1420135200
Sunny,0.5,37.7749295,-122.4194155,15.5578193665,1021.07,49.15,1420135200
Sunny,0.28,40.7127837,-74.0059413,10.4354982376,1016.23,37.14,1420138800
